room_name,room_number,lat,lng
1006,42.29373033294814,-83.71293739587921
1010,42.2936727973727,-83.71293132457342
1016,42.2936314009854,-83.71292986381307
1020,42.29360621060879,-83.71292955257181
1021,42.29363510002933,-83.71302583199135
1024,42.29357794374813,-83.71293375125978
1025,42.29355909097471,-83.71302545948772
1028,42.29354979940452,-83.71293160359974
1032,42.29352332867326,-83.71293124709779
1040,42.29348271896821,-83.71293327830868
1045,42.29350142170034,-83.71302631156496
1047,42.29349055904591,-83.71308019761504
1049,42.29349185398385,-83.71310160463261
1099X,42.29293464159516,-83.71296070482485
10C1,42.29369118059049,-83.71306302815863
10C2,42.29359084290969,-83.71297346508386
10C3,42.29346202898802,-83.71305378830188
10E2,42.29297855336524,-83.71338485863589
10E3,42.29327834683585,-83.71405315708793
10E4,42.29345616202265,-83.71469475195173
10E5,42.29340438458443,-83.71420374866771
10E6,42.29324550372327,-83.71387417977422
10S1,42.29371687437002,-83.71319210316237
10S10,42.29350071295538,-83.71468766504077
10S11,42.29340155449631,-83.71412917286457
10S12,42.29326205514705,-83.71385744403268
10S13,42.2931891273682,-83.71323308517343
10S2,42.29327979477895,-83.71324840847393
10S3,42.29299037259714,-83.71341414214919
10S4,42.29300030727277,-83.71383145298969
10S5,42.29299730167018,-83.71436480845547
10S6,42.29313823861113,-83.71454125121183
10S7,42.29328587924476,-83.71410538279898
10S9,42.29341629277427,-83.71476897475164
1105,42.29372960073832,-83.71306380646644
1105A,42.29374191300547,-83.71315603720608
1120,42.29363408159291,-83.71318918173027
1120A,42.29369379553695,-83.71319302080498
1121,42.29363450555196,-83.7131008645287
1124,42.2935789506874,-83.71319127773866
1127T,42.29357830594395,-83.71309195370992
1128,42.29355076175599,-83.7131914378696
1129T,42.293520625582,-83.71309338249318
1132,42.29352219065473,-83.71318927504373
1135,42.29350205532556,-83.71312621257191
1136,42.29349569769338,-83.71319007221051
1140,42.29345254967753,-83.71319085902623
1141,42.29348027907884,-83.71312602153124
1148,42.29341405846463,-83.7131906554893
1152,42.29338589185146,-83.71318966161634
1154,42.29334361965481,-83.71318932466838
1156,42.29322488359459,-83.71301309032387
1156A,42.29327499357908,-83.71300562108458
1156B,42.29313351090622,-83.71301217575777
1171,42.29323647887458,-83.71318669877563
1171A,42.29328601727019,-83.71318671478679
1181,42.29319026544922,-83.71319141863137
1185,42.29314416348588,-83.71319036921165
11C1,42.29350970720046,-83.71315015322909
11C3,42.29330732219632,-83.71318919854362
11V1,42.29355013932828,-83.71309095986939
1201,42.293058069278,-83.7130487723274
1201A,42.2930884371636,-83.71297998694037
1201B,42.29308825190395,-83.71294534061165
1209,42.2930794397282,-83.71318058010911
1210,42.29299573073215,-83.71313663607525
1210A,42.29299613297709,-83.71298308088267
1212T,42.29300901131407,-83.71324506523803
1214,42.29302472718491,-83.71327159961437
1216T,42.29300882887504,-83.71329875038639
1223,42.29319183203518,-83.71329206831879
1227,42.29308496047578,-83.71329277694491
1228,42.29300201865725,-83.7133418097221
1230,42.29302960172714,-83.71341725849928
1231,42.29315085310976,-83.71344592403992
1232,42.29302917839218,-83.71343918205895
1233,42.29309618239489,-83.7134463040378
1240,42.29299029717399,-83.71350651205417
1240A,42.29301670531527,-83.71346587634879
1240B,42.29301242903564,-83.71355463406049
1249,42.29307954173889,-83.71355424460425
1249A,42.29311608359259,-83.7135214818761
1250,42.29299610632837,-83.71367010105349
1250A,42.29299553568897,-83.71361119339699
1255,42.29308775301232,-83.71363767000942
1260,42.29299587910838,-83.71372609392331
1267,42.29308692749016,-83.71374675623997
1267A,42.29308741436935,-83.71369943238385
1267B,42.29316930399526,-83.71372888962274
1270,42.29302639681394,-83.7137630943827
1270A,42.29299743574896,-83.71378112404804
1272,42.29302559121487,-83.71378269512989
1274,42.29302701972525,-83.7137971787735
1276,42.29303021437349,-83.71383077660101
1277,42.29308824687673,-83.7138553407674
1277A,42.29314128682301,-83.71389705844585
1280,42.29298977406585,-83.71391248453423
1280A,42.29288814449454,-83.71388984550542
12C1,42.29304436685469,-83.71318338385579
12C2,42.29304390519702,-83.71331788535036
12C4,42.29317561755924,-83.71337982767149
12C5,42.29304251249436,-83.71367751216796
12C8,42.29295103631693,-83.71381759003629
12C9,42.29295206144258,-83.71398562874123
1300,42.2929968819261,-83.71405302630372
1305,42.29308796096412,-83.714026807341
1307,42.29314744869956,-83.71402024725332
1309,42.29313511787969,-83.71417222712856
1310,42.29301964295757,-83.71417911012502
1310A,42.29298417674116,-83.71418016742579
1315,42.2930855906462,-83.71417163340203
1320,42.29299577944184,-83.71426486703822
1330,42.29299579982612,-83.71430990916714
1332,42.29302367667578,-83.71432590389412
1338,42.29299876679786,-83.71439949991938
1340T,42.29300970203865,-83.71445242292258
1344T,42.2930090444514,-83.71448646211087
1345,42.29310369102969,-83.71445054529956
1352T,42.29302092235204,-83.71453479977988
1354,42.29298635424892,-83.71453357928138
1360,42.2929996701311,-83.71466221645152
1370,42.29306587472506,-83.71466166741145
1380,42.29317409193178,-83.71465278721899
1380A,42.29313270670487,-83.71465074861734
13C1,42.29304100557044,-83.71426704097786
13C3,42.29312272390812,-83.7141284898447
13C5,42.29307314715837,-83.71455049958581
1409,42.29326599688822,-83.71327736547998
1410,42.2933848001452,-83.71338374551367
1420,42.29329559473971,-83.7133811748826
1425,42.29323575741312,-83.71345007496147
1425A,42.29319483235029,-83.71344632140141
1430,42.29329460239558,-83.71349891544608
1435,42.29321785802186,-83.71353662024634
1435A,42.29316322072833,-83.71353526935199
1440,42.29328787056758,-83.71375905434603
1440A,42.29323708970462,-83.7137128075581
1440B,42.29323852832814,-83.7137931073533
1440C,42.29330359193586,-83.7138958594747
1440D,42.29330310833782,-83.71396512220164
1445,42.29322497069357,-83.71363270815125
1445A,42.29325736382721,-83.7136580992631
1474,42.29325754902221,-83.7139138634502
1475,42.29319565335243,-83.71389031745558
1480,42.29328905395011,-83.71400734847956
1485,42.29322339539255,-83.71397962828627
1490,42.29330701821871,-83.71405012784857
1495,42.29319778488784,-83.71402317874966
14C1,42.2932907862443,-83.71329844682393
14C2,42.29326291795019,-83.71348105468027
14C8,42.29323882699545,-83.71391031596075
14C9,42.29325497393518,-83.7138924113091
14V3,42.29329236385628,-83.71326097595727
1500,42.29330196595551,-83.7141348172391
1501,42.29317312241247,-83.71417241407941
1502,42.29328197478133,-83.7141306475456
1504,42.29325941186309,-83.71412696440126
1505,42.29320428753498,-83.71417293691033
1509,42.29314424453194,-83.71429667527471
1509A,42.2930814777167,-83.71422979849643
1510,42.29328725821588,-83.71432134345291
1510A,42.29325667634745,-83.71446748325697
1520,42.29323781551241,-83.71436058844816
1527,42.2932171222083,-83.71439276574534
1531,42.29319055445457,-83.71441953964589
1531A,42.29321177343243,-83.7144485780121
1531B,42.29318057488008,-83.71444978584098
1531C,42.29318067984644,-83.71440013910643
1531D,42.29319907539876,-83.71439847924265
1537,42.29321126396677,-83.71449705580562
1537A,42.29318094124095,-83.71449713987774
1540,42.29328495616905,-83.71455104009723
1560,42.2932851569319,-83.71469538006178
1560A,42.29326628363552,-83.71465545512669
1560B,42.29329575282743,-83.714655340997
1570,42.29330316498426,-83.71480225510099
1571,42.29313323845538,-83.71491056613911
1580,42.29330402801837,-83.7148681013868
1590A,42.29330130650662,-83.71492054245614
1590T,42.29330724293226,-83.71496693862819
1592T,42.29329617556711,-83.71500927033145
1596,42.29329163544519,-83.71506742049652
15C1,42.29324150210289,-83.71414769341726
15C4,42.2932379402256,-83.71459729857757
15C5,42.29317129887779,-83.71475314427772
15C6,42.29323666106099,-83.71475198828026
15C7,42.29326723206121,-83.71491587519753
15C8,42.29321989405452,-83.71506719621532
15S8,42.29328801209464,-83.71463601573824
15V8,42.2933040754493,-83.71504245722329
1601T,42.29340523188614,-83.71470045893783
1603T,42.29340501051374,-83.71464560453543
1627,42.29343385379088,-83.71420363432544
1628T,42.2934417040176,-83.71412885818839
1629,42.29345050884303,-83.71420364495026
1630,42.29346444524043,-83.714123310316
1633,42.29346974677845,-83.71420259209023
1634,42.29349229651953,-83.71411852015933
1635,42.29350603309219,-83.71420329573924
1636,42.29351973217383,-83.71411313798656
1639,42.29358331130712,-83.7142042918227
1640,42.29354716782812,-83.71410775580551
1642,42.2935827454962,-83.71410092903474
